Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance_(%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access,Parent_Education,Family_Income,Stress_Level_(1-10)
S3462,David,Ahmed,student2462@univ.edu,Female,19,Physics,69.06,94.42,84.99,85.3,81.54,65.0,59.6,82.5965,B,7.8,Yes,Yes,Master's,Low,5
S3463,Fatima,Williams,student2463@univ.edu,Male,18,Business,96.64,73.98,95.45,97.65,75.88,5.0,64.25,83.8705,B,13.0,Yes,No,PhD,High,6
S3464,Ali,Ahmed,student2464@univ.edu,Female,23,Engineering,85.76,87.99,80.99,95.65,68.96,33.6,75.75,81.9985,B,6.4,Yes,No,PhD,Low,3
S3465,Omar,Taylor,student2465@univ.edu,Female,21,Engineering,96.41,98.84,51.08,52.86,89.87,47.6,66.47,69.026,C,7.1,Yes,Yes,Master's,High,2
S3466,Sophia,Brown,student2466@univ.edu,Male,25,Data Science,89.85,82.33,58.5,62.41,67.19,83.3,50.25,63.9185,D,9.7,Yes,Yes,Bachelor's,Low,5
S3467,Sara,Taylor,student2467@univ.edu,Male,23,CS,80.46,74.4,69.21,52.46,61.5,32.9,52.03,64.002,D,9.8,No,No,PhD,High,4
S3468,John,Anderson,student2468@univ.edu,Male,21,Physics,55.79,42.25,76.44,80.83,65.5,31.1,88.39,70.412,C,12.4,Yes,No,None,High,5
S3469,Ali,Brown,student2469@univ.edu,Male,25,Business,64.57,62.47,95.59,85.52,71.98,92.0,54.19,77.704,B,33.1,No,Yes,Bachelor's,Low,10
S3470,Sophia,Taylor,student2470@univ.edu,Female,25,Mathematics,98.44,73.93,63.04,65.41,60.7,7.9,96.4,70.2265,C,22.3,Yes,No,Bachelor's,Medium,4
S3471,Fatima,Johnson,student2471@univ.edu,Female,24,Engineering,65.97,87.83,82.18,92.69,80.38,55.2,72.14,83.1105,B,17.7,No,No,Master's,Medium,4
S3472,Liam,Khan,student2472@univ.edu,Male,18,Mathematics,54.66,66.29,97.66,72.64,94.21,50.4,87.91,85.653,A,21.9,No,No,None,Low,8
S3473,Liam,Taylor,student2473@univ.edu,Male,25,CS,85.38,97.6,49.14,99.92,79.77,5.7,56.28,72.1145,C,5.2,Yes,No,None,Low,6
S3474,Ali,Johnson,student2474@univ.edu,Female,23,Engineering,86.7,56.31,91.76,50.02,72.33,8.8,96.33,76.18,B,31.8,Yes,Yes,High School,Medium,2
S3475,Liam,Johnson,student2475@univ.edu,Male,25,Mathematics,64.27,84.67,65.24,55.47,89.84,38.2,51.69,69.318,C,21.0,Yes,Yes,PhD,High,3
S3476,Omar,Khan,student2476@univ.edu,Male,20,Data Science,64.88,65.14,83.95,65.09,87.4,13.4,52.11,73.1005,C,18.5,Yes,Yes,PhD,Low,8
S3477,Omar,Brown,student2477@univ.edu,Male,23,Mathematics,73.44,69.16,57.61,51.28,68.35,47.8,52.73,59.8495,D,33.2,Yes,No,Bachelor's,Low,1
S3478,David,Wilson,student2478@univ.edu,Male,18,Data Science,51.09,88.15,60.04,89.12,80.21,60.9,55.17,72.319,C,26.9,No,Yes,Bachelor's,Low,6
S3479,Ali,Jones,student2479@univ.edu,Female,19,Business,89.47,57.77,41.63,52.64,86.49,69.1,74.34,58.145,D,15.1,Yes,No,Master's,Low,3
S3480,David,Miller,student2480@univ.edu,Female,19,CS,65.85,45.81,98.28,87.45,62.27,54.6,89.41,79.4295,B,33.1,Yes,No,None,Medium,9
S3481,Ali,Davis,student2481@univ.edu,Male,23,Physics,92.69,71.22,88.81,52.63,68.31,38.0,64.25,73.106,C,30.6,No,Yes,PhD,Medium,10
S3482,Sara,Jones,student2482@univ.edu,Female,23,Mathematics,90.13,71.73,45.64,62.64,55.29,13.0,87.29,61.103,D,33.6,Yes,No,High School,Low,1
S3483,Ali,Williams,student2483@univ.edu,Male,21,Engineering,83.07,87.83,99.97,92.06,99.38,24.7,88.7,94.5765,A,7.9,No,No,PhD,Medium,2
S3484,Fatima,Wilson,student2484@univ.edu,Male,18,CS,66.24,98.1,76.3,97.55,54.29,41.9,95.41,83.4125,B,33.7,No,Yes,PhD,Medium,6
S3485,Zainab,Jones,student2485@univ.edu,Male,21,Mathematics,75.82,43.32,91.22,70.73,58.43,92.4,57.47,68.5855,C,21.3,Yes,Yes,PhD,Medium,4
S3486,John,Brown,student2486@univ.edu,Female,20,Engineering,72.24,75.5,44.0,98.5,73.99,20.3,56.78,64.8905,D,25.2,No,Yes,Bachelor's,High,10
S3487,Maria,Williams,student2487@univ.edu,Female,24,Engineering,66.94,80.88,63.37,81.34,93.26,41.3,56.1,72.9605,C,11.4,Yes,Yes,None,Low,1
S3488,Hassan,Smith,student2488@univ.edu,Female,19,Physics,92.41,99.15,80.18,70.79,67.79,73.2,67.97,78.8755,B,9.2,No,Yes,None,Low,10
S3489,Maria,Wilson,student2489@univ.edu,Female,25,Physics,74.18,96.56,46.39,90.14,88.43,70.5,74.47,73.5045,C,7.4,No,No,PhD,Low,4
S3490,Sophia,Jones,student2490@univ.edu,Female,25,Engineering,91.64,82.75,69.33,64.77,83.8,96.6,73.08,74.063,C,17.7,No,Yes,None,Low,2
S3491,Liam,Williams,student2491@univ.edu,Male,22,Physics,55.26,71.31,66.56,63.29,81.93,19.1,62.85,68.7685,C,11.6,Yes,No,Master's,Medium,9
S3492,John,Smith,student2492@univ.edu,Male,22,Engineering,57.05,49.69,52.96,82.83,92.25,1.7,81.1,66.901,C,7.4,Yes,Yes,Bachelor's,Medium,7
S3493,Lucas,Taylor,student2493@univ.edu,Female,18,Mathematics,98.87,63.05,58.02,69.52,50.71,32.2,66.91,60.988,D,33.7,Yes,No,Bachelor's,High,6
S3494,Zainab,Williams,student2494@univ.edu,Female,25,Business,79.39,75.11,98.03,56.8,96.46,15.0,68.3,82.5665,B,27.0,No,No,None,Low,9
S3495,Omar,Ahmed,student2495@univ.edu,Female,18,Physics,75.49,83.51,57.32,53.35,91.46,54.8,55.28,66.7775,C,20.5,No,Yes,PhD,High,8
S3496,Emma,Khan,student2496@univ.edu,Male,22,Data Science,76.16,78.12,52.81,89.39,96.89,89.9,79.61,73.991,C,27.3,No,No,PhD,High,2
S3497,Ahmed,Brown,student2497@univ.edu,Female,18,Data Science,60.76,82.85,72.17,83.8,89.68,68.8,82.76,80.2655,B,23.3,Yes,Yes,PhD,High,3
S3498,Sara,Taylor,student2498@univ.edu,Male,19,Data Science,85.94,65.75,80.26,70.59,93.93,13.6,87.9,79.104,B,10.3,No,No,None,High,7
S3499,Liam,Brown,student2499@univ.edu,Male,20,Business,54.24,83.66,83.51,94.81,60.15,11.6,95.2,83.4845,B,24.0,Yes,No,PhD,Medium,10
S3500,Liam,Jones,student2500@univ.edu,Female,20,Engineering,78.67,48.62,85.25,70.54,65.96,91.1,88.3,73.2815,C,25.4,No,No,None,High,4
S3501,Fatima,Miller,student2501@univ.edu,Male,25,Engineering,78.54,49.76,42.21,85.51,65.76,48.8,61.79,56.6845,D,12.1,No,Yes,High School,Medium,6
S3502,Liam,Jones,student2502@univ.edu,Male,21,CS,95.71,49.77,63.63,95.46,55.46,92.4,61.78,64.1295,D,14.6,No,Yes,None,Medium,9
S3503,Omar,Taylor,student2503@univ.edu,Female,19,Data Science,76.31,93.45,86.44,92.04,86.48,73.6,95.75,90.0845,A,16.5,No,No,Master's,High,7
S3504,Omar,Johnson,student2504@univ.edu,Male,24,Data Science,56.85,44.56,94.29,75.56,56.81,99.3,89.51,75.1955,B,23.1,No,Yes,PhD,Low,3
S3505,Ahmed,Jones,student2505@univ.edu,Female,18,Engineering,78.64,88.09,76.13,84.03,52.63,87.1,89.11,78.129,B,8.8,Yes,No,PhD,Medium,6
S3506,Hassan,Taylor,student2506@univ.edu,Male,18,Data Science,54.57,54.01,43.14,70.68,88.77,41.4,85.99,62.717,D,27.3,No,Yes,Bachelor's,Low,7
S3507,Ali,Williams,student2507@univ.edu,Female,25,Engineering,60.19,68.11,63.8,82.36,95.23,75.8,63.36,72.0945,C,15.4,No,No,None,Medium,1
S3508,Lucas,Anderson,student2508@univ.edu,Female,24,Engineering,51.56,94.96,44.45,62.88,88.21,47.1,92.37,71.0685,C,25.8,No,Yes,High School,Medium,7
S3509,John,Jones,student2509@univ.edu,Male,21,Physics,75.66,75.16,84.91,71.74,91.27,23.3,57.14,77.773,B,33.0,No,Yes,PhD,High,5
S3510,Liam,Williams,student2510@univ.edu,Female,21,Engineering,54.23,52.61,43.81,60.48,79.78,24.1,67.5,57.0195,D,31.1,No,Yes,Bachelor's,High,7
S3511,Maria,Brown,student2511@univ.edu,Male,18,Mathematics,73.47,57.05,51.14,51.91,94.39,39.7,67.32,61.352,D,27.1,Yes,No,None,Low,7
S3512,David,Ahmed,student2512@univ.edu,Male,18,Mathematics,96.65,95.23,65.02,79.43,74.84,11.1,78.01,76.645,B,10.8,Yes,No,Bachelor's,Medium,6
S3513,Fatima,Wilson,student2513@univ.edu,Female,24,Mathematics,85.99,65.63,67.76,93.22,99.42,17.8,73.17,76.7135,B,27.0,Yes,No,High School,Low,3
S3514,Fatima,Miller,student2514@univ.edu,Male,25,Mathematics,53.87,75.22,64.39,51.28,55.17,50.1,72.99,64.4965,D,24.1,No,Yes,None,High,9
S3515,Hassan,Brown,student2515@univ.edu,Female,19,Business,61.21,67.6,67.8,59.8,90.46,95.4,77.68,71.441,C,28.2,Yes,No,PhD,High,5
S3516,Maria,Brown,student2516@univ.edu,Male,24,CS,83.68,62.71,82.79,73.01,82.07,57.8,70.77,75.396,B,31.1,No,Yes,None,Low,9
S3517,Sophia,Taylor,student2517@univ.edu,Male,21,CS,94.74,53.4,62.16,83.29,79.03,40.8,62.5,66.159,C,14.3,No,Yes,PhD,Low,3
S3518,Maria,Johnson,student2518@univ.edu,Female,24,Engineering,51.65,81.17,72.87,58.56,86.29,24.3,83.21,75.9475,B,24.3,No,Yes,Master's,Medium,7
S3519,Zainab,Davis,student2519@univ.edu,Male,24,Data Science,90.62,83.09,58.2,52.83,92.01,19.6,89.53,72.1435,C,13.3,Yes,Yes,PhD,Low,5
S3520,Sophia,Anderson,student2520@univ.edu,Male,24,Mathematics,78.09,56.49,61.22,75.95,93.14,65.8,73.95,69.181,C,15.4,No,No,Bachelor's,Low,7
S3521,Emma,Johnson,student2521@univ.edu,Male,19,CS,77.3,87.34,76.83,90.94,58.77,84.8,82.47,79.1855,B,20.6,Yes,Yes,High School,High,8
S3522,David,Taylor,student2522@univ.edu,Male,23,CS,97.89,91.27,69.43,51.76,59.85,39.9,76.77,70.8115,C,18.0,Yes,Yes,None,High,8
S3523,Fatima,Khan,student2523@univ.edu,Male,18,Mathematics,87.38,95.24,83.38,67.47,50.81,55.1,52.95,73.9155,C,23.0,No,No,Master's,Low,5
S3524,Maria,Miller,student2524@univ.edu,Male,22,Business,92.51,49.67,73.63,83.18,56.59,70.7,71.15,67.3425,C,27.8,No,No,Master's,High,5
S3525,Emma,Anderson,student2525@univ.edu,Male,25,Business,67.7,58.24,88.21,56.54,63.19,5.8,50.49,68.0545,C,23.2,No,No,Master's,High,8
S3526,Ali,Anderson,student2526@univ.edu,Male,24,CS,77.72,91.62,66.6,61.8,86.05,35.1,83.09,76.275,B,34.1,No,No,Bachelor's,High,6
S3527,Sara,Taylor,student2527@univ.edu,Female,25,Business,80.77,51.91,69.46,76.77,73.79,73.0,75.41,68.5885,C,27.1,Yes,Yes,PhD,High,6
S3528,John,Smith,student2528@univ.edu,Male,22,Physics,66.08,40.21,80.2,97.66,87.9,68.5,56.34,72.397,C,34.6,Yes,Yes,Master's,Medium,2
S3529,Emma,Brown,student2529@univ.edu,Male,23,Mathematics,78.51,92.25,53.27,64.37,74.33,5.3,77.11,69.466,C,27.3,No,No,High School,Medium,7
S3530,Hassan,Ahmed,student2530@univ.edu,Female,18,CS,61.83,59.59,63.16,74.38,77.78,23.8,94.92,71.086,C,20.2,Yes,Yes,High School,Low,10
S3531,Zainab,Wilson,student2531@univ.edu,Female,21,Mathematics,57.17,64.87,77.49,70.0,55.55,68.0,67.02,68.981,C,17.3,No,No,None,Medium,7
S3532,John,Smith,student2532@univ.edu,Female,22,Business,68.7,66.78,41.73,94.87,88.83,27.1,99.12,70.3845,C,27.1,Yes,No,High School,Low,6
S3533,Maria,Taylor,student2533@univ.edu,Male,25,Mathematics,86.96,90.9,66.22,53.59,87.91,81.4,97.97,77.2775,B,25.6,Yes,No,PhD,Medium,2
S3534,Lucas,Smith,student2534@univ.edu,Female,25,Business,95.81,60.27,75.93,78.31,65.38,3.0,89.27,73.5735,C,25.1,Yes,No,PhD,Medium,5
S3535,Ali,Wilson,student2535@univ.edu,Female,25,Business,72.89,93.54,98.04,92.31,66.43,19.0,90.69,90.4365,A,26.7,Yes,No,Master's,Low,6
S3536,Emma,Taylor,student2536@univ.edu,Male,21,Mathematics,82.14,77.02,92.62,99.41,60.98,28.1,70.53,82.459,B,31.2,Yes,No,PhD,Low,4
S3537,David,Taylor,student2537@univ.edu,Male,22,Business,55.15,71.64,56.84,84.94,90.69,92.5,70.13,71.086,C,11.8,No,No,PhD,Low,10
S3538,Maria,Anderson,student2538@univ.edu,Female,25,Physics,95.22,59.54,70.43,69.0,87.35,79.6,97.72,74.669,C,21.9,Yes,Yes,Master's,High,6
S3539,Liam,Smith,student2539@univ.edu,Female,21,Engineering,78.43,54.62,43.38,70.59,80.46,88.4,68.31,59.011,D,23.1,No,No,None,High,5
S3540,Omar,Williams,student2540@univ.edu,Male,24,Mathematics,89.02,77.44,54.45,67.58,61.94,44.0,54.84,62.1995,D,13.8,Yes,Yes,PhD,High,10
S3541,Emma,Jones,student2541@univ.edu,Male,25,Engineering,89.72,66.81,86.49,80.18,58.59,82.3,57.64,73.095,C,34.6,Yes,No,PhD,Low,9
S3542,David,Taylor,student2542@univ.edu,Male,22,Mathematics,62.82,94.63,47.4,86.97,52.51,85.3,85.52,69.266,C,28.6,No,No,Bachelor's,High,6
S3543,Zainab,Smith,student2543@univ.edu,Male,21,Business,76.46,69.5,55.46,90.97,52.28,40.0,69.15,65.171,C,14.6,No,Yes,None,Medium,1
S3544,Sara,Davis,student2544@univ.edu,Male,23,Business,98.02,70.71,96.64,70.83,59.36,99.4,59.97,76.49,B,15.8,Yes,Yes,Master's,Medium,10
S3545,Liam,Miller,student2545@univ.edu,Female,19,CS,54.48,65.0,89.43,85.84,55.03,85.1,90.69,79.0345,B,26.5,No,No,Bachelor's,Medium,10
S3546,Sara,Davis,student2546@univ.edu,Male,21,Physics,84.15,87.36,86.91,95.81,77.81,97.4,74.43,85.098,A,5.3,No,Yes,Bachelor's,Medium,1
S3547,Maria,Smith,student2547@univ.edu,Male,19,CS,98.11,65.49,91.87,96.04,67.9,86.6,78.38,81.6005,B,18.9,Yes,Yes,None,High,2
S3548,Omar,Brown,student2548@univ.edu,Male,19,Engineering,65.03,56.16,84.98,85.2,72.25,77.6,57.7,73.2475,C,15.3,No,Yes,PhD,High,2
S3549,Emma,Brown,student2549@univ.edu,Male,18,Business,93.07,91.72,47.24,81.85,79.7,94.4,59.64,68.0565,C,30.6,Yes,No,Master's,Medium,4
S3550,Emma,Smith,student2550@univ.edu,Male,24,CS,96.68,75.81,70.99,76.58,82.96,42.0,56.29,72.383,C,28.7,Yes,Yes,None,Low,10
S3551,Lucas,Anderson,student2551@univ.edu,Female,23,Business,87.35,75.49,66.65,59.16,82.41,78.3,75.73,71.0205,C,15.0,No,Yes,Bachelor's,Medium,2
S3552,Fatima,Anderson,student2552@univ.edu,Male,19,Mathematics,61.57,76.65,58.67,56.18,63.04,21.3,88.78,67.0645,C,30.9,No,No,High School,Medium,8
S3553,Lucas,Taylor,student2553@univ.edu,Female,20,CS,66.7,83.13,90.04,74.29,90.48,73.3,86.61,85.847,A,32.4,Yes,No,Master's,Low,8
S3554,Hassan,Wilson,student2554@univ.edu,Male,24,Engineering,51.79,58.78,67.85,57.97,95.89,78.5,63.06,68.0415,C,21.6,No,No,High School,Low,2
S3555,Maria,Jones,student2555@univ.edu,Female,19,CS,91.57,42.03,43.62,78.85,65.8,71.7,92.58,59.2575,D,9.8,Yes,No,PhD,High,9
S3556,Maria,Taylor,student2556@univ.edu,Female,21,Business,92.48,88.64,56.5,82.29,50.85,85.0,55.28,65.766,C,28.1,Yes,No,None,Low,9
S3557,Omar,Davis,student2557@univ.edu,Male,19,Data Science,81.64,47.73,53.72,76.28,94.96,41.3,55.7,62.389,D,14.6,No,No,PhD,Low,9
S3558,Lucas,Khan,student2558@univ.edu,Male,21,Data Science,67.63,83.31,93.25,51.82,96.18,54.5,92.47,85.37,A,20.8,Yes,No,None,High,9
S3559,David,Jones,student2559@univ.edu,Male,25,Physics,53.84,44.94,78.85,52.89,52.55,1.1,62.22,61.7345,D,6.4,Yes,Yes,Bachelor's,High,7
S3560,David,Davis,student2560@univ.edu,Male,21,Business,87.65,62.52,73.62,55.67,50.25,14.6,85.41,66.9705,C,20.0,Yes,Yes,PhD,Medium,9
S3561,Omar,Anderson,student2561@univ.edu,Male,20,Mathematics,86.33,43.78,70.4,57.68,90.82,64.4,50.45,63.2385,D,16.4,Yes,Yes,High School,Medium,8
S3562,Ali,Smith,student2562@univ.edu,Female,19,CS,95.63,71.33,79.01,99.49,65.07,56.2,54.68,74.8055,C,25.6,Yes,Yes,Bachelor's,Low,10
S3563,Fatima,Wilson,student2563@univ.edu,Male,19,Data Science,86.53,79.19,85.29,67.22,95.73,19.7,80.46,82.201,B,6.2,Yes,No,None,High,8
S3564,David,Ahmed,student2564@univ.edu,Male,22,Mathematics,91.43,50.29,73.26,64.6,60.84,24.3,59.12,63.383,D,23.7,No,Yes,Bachelor's,Low,7
S3565,Sophia,Davis,student2565@univ.edu,Female,24,Business,87.3,62.3,96.3,52.61,93.06,34.4,51.41,75.727,B,28.2,No,No,High School,Low,2
S3566,Hassan,Anderson,student2566@univ.edu,Male,22,Mathematics,81.53,95.81,98.61,81.77,53.43,71.6,73.35,84.958,B,5.4,No,No,Master's,Medium,2
S3567,John,Ahmed,student2567@univ.edu,Female,18,Business,71.35,66.54,99.72,82.61,63.03,61.0,66.53,80.0355,B,27.5,Yes,Yes,None,Low,8
S3568,Omar,Wilson,student2568@univ.edu,Male,21,Physics,95.11,88.15,80.16,58.77,98.66,7.0,90.11,82.817,B,8.9,Yes,Yes,Master's,Low,2
S3569,Omar,Taylor,student2569@univ.edu,Female,20,CS,82.55,95.63,95.96,95.96,61.56,76.0,90.94,89.981,A,25.9,No,No,Bachelor's,Medium,2
S3570,Ahmed,Smith,student2570@univ.edu,Male,22,Mathematics,69.92,98.46,64.27,90.02,56.65,26.3,80.72,76.295,B,18.7,Yes,Yes,PhD,Medium,7
S3571,Hassan,Miller,student2571@univ.edu,Female,19,CS,54.17,93.9,91.58,61.52,92.85,67.2,64.65,83.686,B,21.6,Yes,No,None,High,7
S3572,Liam,Brown,student2572@univ.edu,Female,18,Mathematics,64.54,59.04,94.55,74.29,55.89,12.3,73.08,75.3895,B,15.1,No,No,Bachelor's,Medium,1
S3573,Liam,Johnson,student2573@univ.edu,Male,20,Business,77.19,97.75,94.25,72.92,54.87,99.8,85.11,84.4725,B,12.4,Yes,No,None,High,7
S3574,Sophia,Wilson,student2574@univ.edu,Male,23,Business,63.78,88.74,89.85,67.43,66.17,8.0,53.47,77.256,B,7.1,No,No,High School,High,5
S3575,Lucas,Ahmed,student2575@univ.edu,Male,19,Mathematics,61.06,90.23,64.4,90.88,81.77,74.2,66.62,76.4765,B,30.9,Yes,No,Bachelor's,Medium,5
S3576,Hassan,Miller,student2576@univ.edu,Female,19,Physics,76.37,40.91,49.53,55.46,85.54,54.1,91.12,60.3355,D,23.3,No,No,PhD,Medium,2
S3577,Ali,Miller,student2577@univ.edu,Female,25,Business,58.49,97.25,60.04,70.77,94.06,8.6,70.3,75.7335,B,34.5,No,Yes,None,Medium,6
S3578,Maria,Wilson,student2578@univ.edu,Female,23,Engineering,90.02,86.69,86.04,71.4,77.05,2.7,81.23,81.904,B,30.5,Yes,Yes,PhD,Low,4
S3579,Maria,Miller,student2579@univ.edu,Male,21,Engineering,74.22,86.08,53.97,73.44,69.67,36.3,54.82,65.795,C,31.1,Yes,No,PhD,Medium,7
S3580,Sara,Davis,student2580@univ.edu,Male,21,CS,78.69,44.89,68.7,93.07,67.94,80.2,88.85,70.502,C,22.9,No,Yes,High School,High,2
S3581,Sophia,Miller,student2581@univ.edu,Female,22,Engineering,57.37,53.95,73.92,60.91,92.35,4.1,55.02,67.904,C,7.4,Yes,No,Master's,High,8
S3582,Omar,Anderson,student2582@univ.edu,Male,22,Engineering,66.23,97.74,76.23,55.15,86.19,70.4,93.08,81.3915,B,32.4,No,No,Bachelor's,High,5
S3583,Sophia,Jones,student2583@univ.edu,Female,19,Physics,70.5,70.04,96.14,80.89,95.27,65.5,55.33,82.3805,B,8.5,No,No,Master's,Medium,8
S3584,Sophia,Davis,student2584@univ.edu,Male,24,Physics,90.41,63.87,79.69,58.69,98.2,26.6,94.54,78.38,B,20.5,Yes,Yes,Master's,High,7
S3585,Zainab,Miller,student2585@univ.edu,Male,19,Data Science,88.51,90.4,87.18,53.75,65.0,7.7,68.19,76.634,B,30.7,No,Yes,High School,High,3
S3586,Sophia,Taylor,student2586@univ.edu,Female,22,Data Science,61.15,45.24,74.91,71.33,76.48,91.5,81.23,69.6225,C,19.2,No,Yes,PhD,Low,9
S3587,Liam,Brown,student2587@univ.edu,Male,23,Physics,80.81,65.02,90.01,60.98,81.59,30.0,92.33,79.7425,B,10.0,Yes,Yes,PhD,Medium,9
S3588,Zainab,Smith,student2588@univ.edu,Male,22,Data Science,62.17,62.54,55.82,68.06,58.19,11.1,50.51,58.559,D,16.2,Yes,No,Bachelor's,Medium,2
S3589,Sophia,Ahmed,student2589@univ.edu,Male,19,Physics,99.41,60.99,52.59,62.99,52.67,68.2,63.28,57.4455,D,34.7,No,No,High School,High,3
S3590,Fatima,Miller,student2590@univ.edu,Male,20,Data Science,97.61,58.46,95.58,54.63,93.39,21.7,95.42,81.661,B,35.0,No,No,None,Low,10
S3591,John,Williams,student2591@univ.edu,Male,19,Business,78.16,52.6,81.61,78.02,76.78,47.6,69.41,72.715,C,26.3,Yes,Yes,PhD,High,10
S3592,Maria,Brown,student2592@univ.edu,Female,20,Physics,84.95,50.37,80.29,51.35,78.54,5.0,85.32,70.457,C,31.6,No,Yes,Bachelor's,Low,1
S3593,Zainab,Taylor,student2593@univ.edu,Male,20,CS,90.07,78.42,68.04,98.32,77.75,99.3,57.0,74.4585,C,6.3,Yes,Yes,None,High,1
S3594,Sara,Anderson,student2594@univ.edu,Female,19,CS,86.05,95.16,62.6,67.07,87.75,44.8,83.92,76.753,B,13.3,No,Yes,Master's,High,3
S3595,Hassan,Miller,student2595@univ.edu,Male,24,Physics,84.99,70.53,73.34,84.76,57.28,99.9,53.66,69.13,C,16.1,No,No,High School,Medium,3
S3596,John,Ahmed,student2596@univ.edu,Male,24,Engineering,97.93,57.88,47.23,90.52,80.7,38.6,85.87,66.67,C,5.4,Yes,No,None,Low,5
S3597,Sara,Anderson,student2597@univ.edu,Female,18,CS,79.82,49.55,67.28,63.96,73.47,34.8,66.19,64.001,D,16.3,No,Yes,PhD,Low,6
S3598,Ahmed,Miller,student2598@univ.edu,Female,22,Engineering,81.82,89.81,67.32,87.44,94.85,91.5,73.29,79.861,B,7.8,No,Yes,Bachelor's,Low,4
S3599,Sara,Johnson,student2599@univ.edu,Male,24,CS,92.46,98.29,72.3,91.62,75.98,32.9,58.31,78.8495,B,20.5,Yes,Yes,Bachelor's,Medium,10
S3600,Maria,Jones,student2600@univ.edu,Male,21,Mathematics,83.49,60.95,78.08,62.07,97.15,43.2,81.39,75.6095,B,5.1,No,No,High School,Medium,7
S3601,Maria,Anderson,student2601@univ.edu,Female,19,Mathematics,86.65,57.46,97.44,99.62,67.66,7.8,66.88,80.72,B,13.1,No,Yes,Master's,High,3
S3602,Zainab,Jones,student2602@univ.edu,Female,20,Physics,61.71,76.09,79.13,51.03,98.34,95.5,69.17,75.6945,B,31.0,Yes,Yes,PhD,Low,4
S3603,Sophia,Brown,student2603@univ.edu,Female,19,CS,68.56,86.52,93.02,60.85,93.76,8.5,82.61,85.444,A,11.4,No,Yes,Master's,Low,5
S3604,Emma,Khan,student2604@univ.edu,Female,22,Business,57.37,67.32,73.38,89.0,79.21,77.1,58.94,73.2195,C,6.9,Yes,Yes,High School,High,8
S3605,Ahmed,Johnson,student2605@univ.edu,Male,23,Engineering,75.29,77.8,77.62,59.71,67.69,53.9,92.6,75.727,B,12.5,No,Yes,High School,High,9
S3606,Zainab,Smith,student2606@univ.edu,Male,24,CS,72.79,82.99,44.19,84.91,68.8,6.1,86.96,68.165,C,29.8,No,No,Master's,High,3
S3607,Fatima,Davis,student2607@univ.edu,Male,24,Physics,99.86,97.64,48.0,92.78,88.64,0.2,78.89,75.3745,B,22.6,No,No,None,High,1
S3608,Omar,Jones,student2608@univ.edu,Male,24,Engineering,80.56,49.9,74.78,97.96,79.03,93.6,56.42,71.1645,C,22.6,Yes,Yes,None,Low,2
S3609,David,Johnson,student2609@univ.edu,Male,20,Data Science,89.32,99.84,63.74,73.71,70.08,74.2,84.36,76.4995,B,5.0,No,Yes,High School,High,2
S3610,Hassan,Khan,student2610@univ.edu,Female,21,Physics,66.7,63.53,87.93,98.56,81.8,68.6,50.9,78.1705,B,19.2,No,Yes,None,Low,3
S3611,Sara,Ahmed,student2611@univ.edu,Female,25,CS,91.58,83.39,72.59,70.58,86.66,43.9,90.22,79.2035,B,13.0,No,Yes,None,Low,2
S3612,Emma,Jones,student2612@univ.edu,Female,21,Business,80.75,74.34,92.94,60.91,51.15,23.9,65.19,73.9845,C,15.1,No,Yes,Bachelor's,Low,1
S3613,Sophia,Wilson,student2613@univ.edu,Male,24,Data Science,84.85,69.2,98.34,75.7,54.49,68.0,55.86,76.1665,B,23.0,No,No,Master's,High,6
S3614,Liam,Taylor,student2614@univ.edu,Female,21,Physics,64.72,81.88,48.86,82.49,54.72,60.8,58.22,62.7915,D,31.2,No,Yes,Bachelor's,High,7
S3615,Omar,Smith,student2615@univ.edu,Male,23,CS,77.43,63.75,63.69,72.9,61.6,72.6,98.16,69.9405,C,10.4,Yes,Yes,Bachelor's,High,1
S3616,Ali,Taylor,student2616@univ.edu,Male,24,Mathematics,81.7,47.57,79.9,78.35,71.35,36.6,88.69,73.2375,C,28.0,Yes,Yes,High School,High,9
S3617,Lucas,Ahmed,student2617@univ.edu,Male,18,CS,79.45,69.33,58.33,70.82,90.18,98.7,61.89,67.715,C,6.5,No,Yes,High School,Medium,7
S3618,Emma,Miller,student2618@univ.edu,Female,20,Mathematics,95.76,71.31,56.02,76.24,67.55,6.7,98.17,70.163,C,14.8,Yes,No,High School,High,4
S3619,Liam,Jones,student2619@univ.edu,Male,23,Mathematics,94.91,52.11,88.82,97.63,50.87,8.0,57.01,72.3355,C,11.6,Yes,No,Bachelor's,Medium,3
S3620,Ahmed,Miller,student2620@univ.edu,Male,25,Physics,98.55,96.14,98.82,74.99,74.17,91.7,86.68,89.191,A,32.5,No,Yes,PhD,High,6
S3621,Ali,Williams,student2621@univ.edu,Female,20,CS,83.37,53.65,86.43,62.66,99.83,64.8,82.84,77.78,B,10.3,No,Yes,Bachelor's,Medium,3
S3622,Zainab,Jones,student2622@univ.edu,Male,25,CS,98.6,64.55,71.42,87.94,67.45,32.6,91.07,74.876,C,22.4,No,Yes,Bachelor's,High,4
